,date,county,state,fips,cases,deaths,month,year
0,2021-09-01,Autauga,Alabama,1001.0,9353.966666666667,125.83333333333333,9,2021
0,2021-09-01,Baldwin,Alabama,1003.0,35212.4,439.06666666666666,9,2021
0,2021-09-01,Barbour,Alabama,1005.0,3328.4333333333334,67.36666666666666,9,2021
0,2021-09-01,Bibb,Alabama,1007.0,3869.133333333333,76.93333333333334,9,2021
0,2021-09-01,Blount,Alabama,1009.0,9290.833333333334,149.93333333333334,9,2021
0,2021-09-01,Bullock,Alabama,1011.0,1453.9333333333334,42.166666666666664,9,2021
0,2021-09-01,Butler,Alabama,1013.0,3046.7,81.63333333333334,9,2021
0,2021-09-01,Calhoun,Alabama,1015.0,19817.666666666668,377.46666666666664,9,2021
0,2021-09-01,Chambers,Alabama,1017.0,5152.5,129.93333333333334,9,2021
0,2021-09-01,Cherokee,Alabama,1019.0,2744.133333333333,50.766666666666666,9,2021
0,2021-09-01,Chilton,Alabama,1021.0,6126.033333333334,131.4,9,2021
0,2021-09-01,Choctaw,Alabama,1023.0,717.5333333333333,25.5,9,2021
0,2021-09-01,Clarke,Alabama,1025.0,4467.2,72.0,9,2021
0,2021-09-01,Clay,Alabama,1027.0,2177.4,61.733333333333334,9,2021
0,2021-09-01,Cleburne,Alabama,1029.0,2113.8333333333335,47.833333333333336,9,2021
0,2021-09-01,Coffee,Alabama,1031.0,8549.9,158.4,9,2021
0,2021-09-01,Colbert,Alabama,1033.0,8218.066666666668,166.7,9,2021
0,2021-09-01,Conecuh,Alabama,1035.0,1724.8666666666666,39.7,9,2021
0,2021-09-01,Coosa,Alabama,1037.0,1593.8333333333333,32.0,9,2021
0,2021-09-01,Covington,Alabama,1039.0,6192.866666666667,157.03333333333333,9,2021
0,2021-09-01,Crenshaw,Alabama,1041.0,2273.0,64.66666666666667,9,2021
0,2021-09-01,Cullman,Alabama,1043.0,13772.366666666667,236.03333333333333,9,2021
0,2021-09-01,Dale,Alabama,1045.0,8176.733333333334,152.1,9,2021
0,2021-09-01,Dallas,Alabama,1047.0,4567.233333333334,177.36666666666667,9,2021
0,2021-09-01,DeKalb,Alabama,1049.0,11710.466666666667,224.1,9,2021
0,2021-09-01,Elmore,Alabama,1051.0,13844.8,246.23333333333332,9,2021
0,2021-09-01,Escambia,Alabama,1053.0,6288.866666666667,104.93333333333334,9,2021
0,2021-09-01,Etowah,Alabama,1055.0,18411.5,424.43333333333334,9,2021
0,2021-09-01,Fayette,Alabama,1057.0,2677.9,69.33333333333333,9,2021
0,2021-09-01,Franklin,Alabama,1059.0,5581.466666666666,94.9,9,2021
0,2021-09-01,Geneva,Alabama,1061.0,4148.7,103.9,9,2021
0,2021-09-01,Greene,Alabama,1063.0,1182.8333333333333,41.13333333333333,9,2021
0,2021-09-01,Hale,Alabama,1065.0,2833.2,82.13333333333334,9,2021
0,2021-09-01,Henry,Alabama,1067.0,2880.8333333333335,52.53333333333333,9,2021
0,2021-09-01,Houston,Alabama,1069.0,15960.333333333334,347.9,9,2021
0,2021-09-01,Jackson,Alabama,1071.0,8949.333333333334,138.6,9,2021
0,2021-09-01,Jefferson,Alabama,1073.0,108023.76666666666,1716.6666666666667,9,2021
0,2021-09-01,Lamar,Alabama,1075.0,1856.5666666666666,39.53333333333333,9,2021
0,2021-09-01,Lauderdale,Alabama,1077.0,12914.033333333333,268.46666666666664,9,2021
0,2021-09-01,Lawrence,Alabama,1079.0,3995.9666666666667,103.1,9,2021
0,2021-09-01,Lee,Alabama,1081.0,21627.7,205.13333333333333,9,2021
0,2021-09-01,Limestone,Alabama,1083.0,13854.066666666668,179.46666666666667,9,2021
0,2021-09-01,Lowndes,Alabama,1085.0,1671.9666666666667,56.36666666666667,9,2021
0,2021-09-01,Macon,Alabama,1087.0,2111.8,55.166666666666664,9,2021
0,2021-09-01,Madison,Alabama,1089.0,47651.8,584.6333333333333,9,2021
0,2021-09-01,Marengo,Alabama,1091.0,3169.6666666666665,78.73333333333333,9,2021
0,2021-09-01,Marion,Alabama,1093.0,4517.066666666667,114.63333333333334,9,2021
0,2021-09-01,Marshall,Alabama,1095.0,16972.3,259.3333333333333,9,2021
0,2021-09-01,Mobile,Alabama,1097.0,68698.2,1152.4666666666667,9,2021
0,2021-09-01,Monroe,Alabama,1099.0,3052.8,47.4,9,2021
0,2021-09-01,Montgomery,Alabama,1101.0,32193.066666666666,655.9333333333333,9,2021
0,2021-09-01,Morgan,Alabama,1103.0,18993.266666666666,315.8,9,2021
0,2021-09-01,Perry,Alabama,1105.0,1325.9,32.766666666666666,9,2021
0,2021-09-01,Pickens,Alabama,1107.0,2952.5666666666666,67.83333333333333,9,2021
0,2021-09-01,Pike,Alabama,1109.0,4385.266666666666,89.9,9,2021
0,2021-09-01,Randolph,Alabama,1111.0,2866.5666666666666,54.93333333333333,9,2021
0,2021-09-01,Russell,Alabama,1113.0,5855.466666666666,52.96666666666667,9,2021
0,2021-09-01,St. Clair,Alabama,1115.0,14663.366666666667,278.9,9,2021
0,2021-09-01,Shelby,Alabama,1117.0,34744.26666666667,291.3333333333333,9,2021
0,2021-09-01,Sumter,Alabama,1119.0,1223.4333333333334,35.266666666666666,9,2021
0,2021-09-01,Talladega,Alabama,1121.0,12113.066666666668,211.8,9,2021
0,2021-09-01,Tallapoosa,Alabama,1123.0,6250.4,169.3,9,2021
0,2021-09-01,Tuscaloosa,Alabama,1125.0,32519.366666666665,510.43333333333334,9,2021
0,2021-09-01,Walker,Alabama,1127.0,10029.433333333332,311.76666666666665,9,2021
0,2021-09-01,Washington,Alabama,1129.0,2404.733333333333,45.06666666666667,9,2021
0,2021-09-01,Wilcox,Alabama,1131.0,1534.2333333333333,34.233333333333334,9,2021
0,2021-09-01,Winston,Alabama,1133.0,4000.0666666666666,85.43333333333334,9,2021
0,2021-09-01,Aleutians East Borough,Alaska,2013.0,411.1333333333333,3.0,9,2021
0,2021-09-01,Aleutians West Census Area,Alaska,2016.0,851.8333333333334,0.0,9,2021
0,2021-09-01,Anchorage,Alaska,2020.0,42021.6,231.6,9,2021
0,2021-09-01,Bethel Census Area,Alaska,2050.0,4731.633333333333,23.466666666666665,9,2021
0,2021-09-01,Denali Borough,Alaska,2068.0,199.1,0.23333333333333334,9,2021
0,2021-09-01,Dillingham Census Area,Alaska,2070.0,476.03333333333336,4.033333333333333,9,2021
0,2021-09-01,Fairbanks North Star Borough,Alaska,2090.0,10643.333333333334,53.833333333333336,9,2021
0,2021-09-01,Haines Borough,Alaska,2100.0,159.86666666666667,0.0,9,2021
0,2021-09-01,Juneau City and Borough,Alaska,2110.0,2691.4,4.266666666666667,9,2021
0,2021-09-01,Kenai Peninsula Borough,Alaska,2122.0,7696.0,30.3,9,2021
0,2021-09-01,Ketchikan Gateway Borough,Alaska,2130.0,1284.5,2.933333333333333,9,2021
0,2021-09-01,Kodiak Island Borough,Alaska,2150.0,1739.3,6.133333333333334,9,2021
0,2021-09-01,Matanuska-Susitna Borough,Alaska,2170.0,15426.266666666666,68.8,9,2021
0,2021-09-01,Nome Census Area,Alaska,2180.0,955.3,0.0,9,2021
0,2021-09-01,North Slope Borough,Alaska,2185.0,1804.6333333333334,4.133333333333334,9,2021
0,2021-09-01,Northwest Arctic Borough,Alaska,2188.0,981.9333333333333,3.2333333333333334,9,2021
0,2021-09-01,Petersburg Borough,Alaska,2195.0,210.06666666666666,1.2333333333333334,9,2021
0,2021-09-01,Prince of Wales-Hyder Census Area,Alaska,2198.0,395.43333333333334,5.0,9,2021
0,2021-09-01,Sitka City and Borough,Alaska,2220.0,1024.3,2.6,9,2021
0,2021-09-01,Skagway Municipality,Alaska,2230.0,56.733333333333334,0.0,9,2021
0,2021-09-01,Southeast Fairbanks Census Area,Alaska,2240.0,935.0333333333333,7.333333333333333,9,2021
0,2021-09-01,Valdez-Cordova Census Area,Alaska,2261.0,1189.7666666666667,2.033333333333333,9,2021
0,2021-09-01,Wrangell City and Borough,Alaska,2275.0,126.1,0.0,9,2021
0,2021-09-01,Yukon-Koyukuk Census Area,Alaska,2290.0,489.53333333333336,4.266666666666667,9,2021
0,2021-09-01,Apache,Arizona,4001.0,12827.966666666667,460.9,9,2021
0,2021-09-01,Cochise,Arizona,4003.0,13699.233333333334,313.46666666666664,9,2021
0,2021-09-01,Coconino,Arizona,4005.0,20618.133333333335,343.9,9,2021
0,2021-09-01,Gila,Arizona,4007.0,8681.033333333333,252.43333333333334,9,2021
0,2021-09-01,Graham,Arizona,4009.0,6694.066666666667,96.46666666666667,9,2021
0,2021-09-01,Greenlee,Arizona,4011.0,840.6,14.333333333333334,9,2021
0,2021-09-01,La Paz,Arizona,4012.0,2852.6666666666665,85.36666666666666,9,2021
0,2021-09-01,Maricopa,Arizona,4013.0,670265.8,11125.0,9,2021
0,2021-09-01,Mohave,Arizona,4015.0,29909.333333333332,887.3333333333334,9,2021
0,2021-09-01,Navajo,Arizona,4017.0,19137.833333333332,585.2333333333333,9,2021
0,2021-09-01,Pima,Arizona,4019.0,131540.2,2566.0333333333333,9,2021
0,2021-09-01,Pinal,Arizona,4021.0,65997.06666666667,975.4333333333333,9,2021
0,2021-09-01,Santa Cruz,Arizona,4023.0,8649.7,188.33333333333334,9,2021
0,2021-09-01,Yavapai,Arizona,4025.0,24948.8,612.2333333333333,9,2021
0,2021-09-01,Yuma,Arizona,4027.0,40100.9,878.5333333333333,9,2021
0,2021-09-01,Arkansas,Arkansas,5001.0,3278.8333333333335,54.9,9,2021
0,2021-09-01,Ashley,Arkansas,5003.0,2940.2,40.7,9,2021
0,2021-09-01,Baxter,Arkansas,5005.0,5555.5,161.56666666666666,9,2021
0,2021-09-01,Benton,Arkansas,5007.0,39470.933333333334,549.5,9,2021
0,2021-09-01,Boone,Arkansas,5009.0,5851.066666666667,106.66666666666667,9,2021
0,2021-09-01,Bradley,Arkansas,5011.0,1876.1,36.7,9,2021
0,2021-09-01,Calhoun,Arkansas,5013.0,556.7,7.0,9,2021
0,2021-09-01,Carroll,Arkansas,5015.0,4084.6,64.1,9,2021
