,date,county,state,fips,cases,deaths,month,year
0,2021-03-01,Autauga,Alabama,1001.0,6451.903225806452,95.64516129032258,3,2021
0,2021-03-01,Baldwin,Alabama,1003.0,20180.09677419355,294.258064516129,3,2021
0,2021-03-01,Barbour,Alabama,1005.0,2184.451612903226,52.806451612903224,3,2021
0,2021-03-01,Bibb,Alabama,1007.0,2499.3225806451615,58.25806451612903,3,2021
0,2021-03-01,Blount,Alabama,1009.0,6325.677419354839,129.29032258064515,3,2021
0,2021-03-01,Bullock,Alabama,1011.0,1188.5806451612902,38.225806451612904,3,2021
0,2021-03-01,Butler,Alabama,1013.0,2051.0967741935483,66.0,3,2021
0,2021-03-01,Calhoun,Alabama,1015.0,14032.967741935483,299.35483870967744,3,2021
0,2021-03-01,Chambers,Alabama,1017.0,3454.4193548387098,113.25806451612904,3,2021
0,2021-03-01,Cherokee,Alabama,1019.0,1790.225806451613,41.516129032258064,3,2021
0,2021-03-01,Chilton,Alabama,1021.0,3968.2903225806454,105.80645161290323,3,2021
0,2021-03-01,Choctaw,Alabama,1023.0,571.8709677419355,23.419354838709676,3,2021
0,2021-03-01,Clarke,Alabama,1025.0,3458.4193548387098,55.58064516129032,3,2021
0,2021-03-01,Clay,Alabama,1027.0,1471.258064516129,54.0,3,2021
0,2021-03-01,Cleburne,Alabama,1029.0,1424.9032258064517,40.935483870967744,3,2021
0,2021-03-01,Coffee,Alabama,1031.0,5317.677419354839,105.51612903225806,3,2021
0,2021-03-01,Colbert,Alabama,1033.0,6078.8387096774195,123.58064516129032,3,2021
0,2021-03-01,Conecuh,Alabama,1035.0,1078.483870967742,24.838709677419356,3,2021
0,2021-03-01,Coosa,Alabama,1037.0,924.7096774193549,23.967741935483872,3,2021
0,2021-03-01,Covington,Alabama,1039.0,4014.7419354838707,108.64516129032258,3,2021
0,2021-03-01,Crenshaw,Alabama,1041.0,1483.4193548387098,55.70967741935484,3,2021
0,2021-03-01,Cullman,Alabama,1043.0,9169.064516129032,184.19354838709677,3,2021
0,2021-03-01,Dale,Alabama,1045.0,4711.354838709677,108.16129032258064,3,2021
0,2021-03-01,Dallas,Alabama,1047.0,3470.4193548387098,144.5483870967742,3,2021
0,2021-03-01,DeKalb,Alabama,1049.0,8605.451612903225,177.5483870967742,3,2021
0,2021-03-01,Elmore,Alabama,1051.0,9705.709677419354,195.2258064516129,3,2021
0,2021-03-01,Escambia,Alabama,1053.0,3823.1935483870966,73.3225806451613,3,2021
0,2021-03-01,Etowah,Alabama,1055.0,13514.516129032258,334.0967741935484,3,2021
0,2021-03-01,Fayette,Alabama,1057.0,2040.1290322580646,57.935483870967744,3,2021
0,2021-03-01,Franklin,Alabama,1059.0,4105.677419354839,80.93548387096774,3,2021
0,2021-03-01,Geneva,Alabama,1061.0,2422.2258064516127,71.2258064516129,3,2021
0,2021-03-01,Greene,Alabama,1063.0,893.0967741935484,32.67741935483871,3,2021
0,2021-03-01,Hale,Alabama,1065.0,2138.516129032258,71.25806451612904,3,2021
0,2021-03-01,Henry,Alabama,1067.0,1848.225806451613,41.61290322580645,3,2021
0,2021-03-01,Houston,Alabama,1069.0,10215.258064516129,267.0967741935484,3,2021
0,2021-03-01,Jackson,Alabama,1071.0,6632.967741935484,104.83870967741936,3,2021
0,2021-03-01,Jefferson,Alabama,1073.0,73196.29032258065,1425.9032258064517,3,2021
0,2021-03-01,Lamar,Alabama,1075.0,1360.0967741935483,33.0,3,2021
0,2021-03-01,Lauderdale,Alabama,1077.0,8862.41935483871,215.74193548387098,3,2021
0,2021-03-01,Lawrence,Alabama,1079.0,2888.032258064516,90.61290322580645,3,2021
0,2021-03-01,Lee,Alabama,1081.0,15203.032258064517,162.6451612903226,3,2021
0,2021-03-01,Limestone,Alabama,1083.0,9574.612903225807,141.4516129032258,3,2021
0,2021-03-01,Lowndes,Alabama,1085.0,1344.8064516129032,51.87096774193548,3,2021
0,2021-03-01,Macon,Alabama,1087.0,1499.3548387096773,45.67741935483871,3,2021
0,2021-03-01,Madison,Alabama,1089.0,33031.87096774193,478.5483870967742,3,2021
0,2021-03-01,Marengo,Alabama,1091.0,2462.9032258064517,57.774193548387096,3,2021
0,2021-03-01,Marion,Alabama,1093.0,2978.6774193548385,97.64516129032258,3,2021
0,2021-03-01,Marshall,Alabama,1095.0,11645.41935483871,215.74193548387098,3,2021
0,2021-03-01,Mobile,Alabama,1097.0,36900.096774193546,762.1612903225806,3,2021
0,2021-03-01,Monroe,Alabama,1099.0,1683.3548387096773,39.0,3,2021
0,2021-03-01,Montgomery,Alabama,1101.0,23186.870967741936,535.3225806451613,3,2021
0,2021-03-01,Morgan,Alabama,1103.0,13948.806451612903,258.16129032258067,3,2021
0,2021-03-01,Perry,Alabama,1105.0,1071.516129032258,27.0,3,2021
0,2021-03-01,Pickens,Alabama,1107.0,2292.3548387096776,56.774193548387096,3,2021
0,2021-03-01,Pike,Alabama,1109.0,2976.483870967742,73.58064516129032,3,2021
0,2021-03-01,Randolph,Alabama,1111.0,1698.7096774193549,40.83870967741935,3,2021
0,2021-03-01,Russell,Alabama,1113.0,4144.612903225807,34.516129032258064,3,2021
0,2021-03-01,St. Clair,Alabama,1115.0,9178.612903225807,229.51612903225808,3,2021
0,2021-03-01,Shelby,Alabama,1117.0,22593.967741935485,225.38709677419354,3,2021
0,2021-03-01,Sumter,Alabama,1119.0,1014.483870967742,31.516129032258064,3,2021
0,2021-03-01,Talladega,Alabama,1121.0,7782.387096774193,166.38709677419354,3,2021
0,2021-03-01,Tallapoosa,Alabama,1123.0,3745.2903225806454,143.38709677419354,3,2021
0,2021-03-01,Tuscaloosa,Alabama,1125.0,24663.58064516129,428.5483870967742,3,2021
0,2021-03-01,Walker,Alabama,1127.0,6837.032258064516,266.80645161290323,3,2021
0,2021-03-01,Washington,Alabama,1129.0,1605.9354838709678,37.29032258064516,3,2021
0,2021-03-01,Wilcox,Alabama,1131.0,1240.5483870967741,25.70967741935484,3,2021
0,2021-03-01,Winston,Alabama,1133.0,2645.1290322580644,69.51612903225806,3,2021
0,2021-03-01,Aleutians East Borough,Alaska,2013.0,362.4193548387097,1.935483870967742,3,2021
0,2021-03-01,Aleutians West Census Area,Alaska,2016.0,636.5806451612904,0.0,3,2021
0,2021-03-01,Anchorage,Alaska,2020.0,27304.90322580645,159.2258064516129,3,2021
0,2021-03-01,Bethel Census Area,Alaska,2050.0,3665.1935483870966,19.451612903225808,3,2021
0,2021-03-01,Denali Borough,Alaska,2068.0,77.70967741935483,0.0,3,2021
0,2021-03-01,Dillingham Census Area,Alaska,2070.0,206.61290322580646,1.0,3,2021
0,2021-03-01,Fairbanks North Star Borough,Alaska,2090.0,6381.451612903225,30.225806451612904,3,2021
0,2021-03-01,Haines Borough,Alaska,2100.0,25.29032258064516,0.0,3,2021
0,2021-03-01,Juneau City and Borough,Alaska,2110.0,1246.4193548387098,3.0,3,2021
0,2021-03-01,Kenai Peninsula Borough,Alaska,2122.0,4032.6774193548385,19.0,3,2021
0,2021-03-01,Ketchikan Gateway Borough,Alaska,2130.0,365.2903225806452,1.2258064516129032,3,2021
0,2021-03-01,Kodiak Island Borough,Alaska,2150.0,1058.516129032258,5.0,3,2021
0,2021-03-01,Matanuska-Susitna Borough,Alaska,2170.0,9262.838709677419,34.225806451612904,3,2021
0,2021-03-01,Nome Census Area,Alaska,2180.0,330.8709677419355,0.0,3,2021
0,2021-03-01,North Slope Borough,Alaska,2185.0,1019.6129032258065,4.0,3,2021
0,2021-03-01,Northwest Arctic Borough,Alaska,2188.0,592.2903225806451,2.0,3,2021
0,2021-03-01,Petersburg Borough,Alaska,2195.0,139.0,0.0,3,2021
0,2021-03-01,Prince of Wales-Hyder Census Area,Alaska,2198.0,75.80645161290323,1.0,3,2021
0,2021-03-01,Sitka City and Borough,Alaska,2220.0,315.1290322580645,0.0,3,2021
0,2021-03-01,Skagway Municipality,Alaska,2230.0,19.0,0.0,3,2021
0,2021-03-01,Southeast Fairbanks Census Area,Alaska,2240.0,536.6129032258065,3.0,3,2021
0,2021-03-01,Valdez-Cordova Census Area,Alaska,2261.0,514.8064516129032,2.0,3,2021
0,2021-03-01,Wrangell City and Borough,Alaska,2275.0,28.93548387096774,0.0,3,2021
0,2021-03-01,Yukon-Koyukuk Census Area,Alaska,2290.0,340.4193548387097,4.0,3,2021
0,2021-03-01,Apache,Arizona,4001.0,10709.064516129032,401.19354838709677,3,2021
0,2021-03-01,Cochise,Arizona,4003.0,11435.193548387097,273.5483870967742,3,2021
0,2021-03-01,Coconino,Arizona,4005.0,16866.451612903227,318.80645161290323,3,2021
0,2021-03-01,Gila,Arizona,4007.0,6465.806451612903,217.32258064516128,3,2021
0,2021-03-01,Graham,Arizona,4009.0,5335.225806451613,75.96774193548387,3,2021
