,Unnamed: 0,FIPS CODE,Population Density ,county_x,state_x,cases_x,deaths_x,month_x,year_x,country_region_code,country_region,sub_region_1,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,month_y,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,month_x,year_y,date,county_y,state_y,cases_y,deaths_y,month_y,year
493,493,13217,387.5389935,Newton,Georgia,7186.709677419355,143.19354838709674,1.0,2021.0,US,United States,Georgia,Newton County,-12.580645161290322,-12.64516129032258,-18.2,-21.67087799671004,-29.967741935483872,10.16129032258065,1.0,5.0,Newton County,GA,0.009677419355,7.451612902999999,7.451612902999999,0.01290322581,7.451612902999999,0.01290322581,1.7096774190000001,0.01290322581,6.064516128999999,269.8387097,0.2419354839,269.8387097,0.2870967742,269.8387097,0.3225806452,234.4193548,1.5806451609999999,C,9.0,9.0,9.0,9.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Newton,Georgia,78.0,1.0,1,2021
494,494,13219,195.1543763,Oconee,Georgia,2902.8064516129034,45.25806451612904,1.0,2021.0,US,United States,Georgia,Oconee County,-17.58064516129032,-15.0,-15.363616729087653,-21.67087799671004,-24.80645161290321,12.428571428571427,1.0,5.0,Oconee County,GA,0.4677419355,184.67741940000002,184.67741940000002,0.5419354839,184.67741940000002,0.6258064515999999,23.67741935,0.36774193549999995,29.05806452,891.0645161,2.212903226,891.0645161,2.638709677,891.0645161,3.0,477.8709677,7.5032258060000006,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Oconee,Georgia,31.0,0.0,1,2021
495,495,13221,33.87378933,Oglethorpe,Georgia,1126.548387096774,15.67741935483871,1.0,2021.0,US,United States,Georgia,Oglethorpe County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.5,9.373992102877745,1.0,5.0,Oglethorpe County,GA,0.05806451613,8.580645161,8.580645161,0.06774193548,8.580645161,0.07096774194,1.225806452,0.04193548387,4.564516128999999,63.25806452,0.4129032258,63.25806452,0.4806451613,63.25806452,0.5193548387,44.64516129,1.509677419,C,9.0,9.0,9.0,9.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Oglethorpe,Georgia,13.0,0.0,1,2021
496,496,13223,487.60005,Paulding,Georgia,10838.0,130.25806451612902,1.0,2021.0,US,United States,Georgia,Paulding County,-13.032258064516132,-16.93548387096774,-15.90476190476191,-21.67087799671004,-26.35483870967742,10.41935483870968,1.0,5.0,Paulding County,GA,0.05161290323,90.48387097,90.48387097,0.061290322579999994,90.48387097,0.07096774194,16.70967742,0.08387096774,15.06451613,1054.806452,0.6258064515999999,1054.806452,0.7516129032,1054.16129,0.8419354839000001,726.3548387,3.948387097,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Paulding,Georgia,133.0,1.0,1,2021
497,497,13225,177.8168194,Peach,Georgia,1897.7419354838707,34.67741935483871,1.0,2021.0,US,United States,Georgia,Peach County,-0.8387096774193549,28.66666666666667,-15.363616729087653,-3.838709677419355,-20.7741935483871,9.333333333333334,1.0,5.0,Peach County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Peach,Georgia,20.0,0.0,1,2021
498,498,13227,130.61015179999998,Pickens,Georgia,2363.0,29.48387096774193,1.0,2021.0,US,United States,Georgia,Pickens County,-5.290322580645161,-14.419354838709678,-15.363616729087653,-21.67087799671004,-20.741935483870968,9.047619047619047,1.0,5.0,Pickens County,GA,0.0032258064520000003,0.8064516129000001,0.8064516129000001,0.0032258064520000003,0.8064516129000001,0.0032258064520000003,0.3225806452,0.0032258064520000003,1.522580645,33.09677419,0.1,33.09677419,0.1161290323,33.09677419,0.1258064516,30.32258065,0.4161290323,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Pickens,Georgia,29.0,1.0,1,2021
499,499,13229,60.35817425,Pierce,Georgia,1963.419354838709,37.032258064516135,1.0,2021.0,US,United States,Georgia,Pierce County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-13.258064516129027,9.373992102877745,1.0,5.0,Pierce County,GA,0.01935483871,3.483870968,3.483870968,0.02258064516,3.483870968,0.02258064516,0.3225806452,0.009677419355,1.522580645,28.22580645,0.1451612903,28.22580645,0.17096774190000005,28.22580645,0.1935483871,18.74193548,0.5516129032,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Pierce,Georgia,17.0,0.0,1,2021
500,500,13231,83.02712809,Pike,Georgia,1608.774193548387,24.451612903225808,1.0,2021.0,US,United States,Georgia,Pike County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-19.193548387096783,9.373992102877745,1.0,5.0,Pike County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Pike,Georgia,16.0,0.0,1,2021
501,501,13233,133.8055173,Polk,Georgia,4234.935483870968,54.38709677419354,1.0,2021.0,US,United States,Georgia,Polk County,-7.806451612903228,-1.258064516129032,-15.363616729087653,-21.67087799671004,-18.38709677419355,6.516129032258066,1.0,5.0,Polk County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Polk,Georgia,44.0,1.0,1,2021
502,502,13235,45.76137107,Pulaski,Georgia,725.516129032258,31.612903225806452,1.0,2021.0,US,United States,Georgia,Pulaski County,-18.814247704934786,-3.1818181818181817,-15.363616729087653,-21.67087799671004,-21.619047619047624,9.373992102877745,1.0,5.0,Pulaski County,GA,0.04838709677,5.677419355,5.677419355,0.05806451613,5.677419355,0.061290322579999994,3.516129032,0.1387096774,7.574193547999999,24.74193548,0.22258064519999998,24.74193548,0.24838709679999998,24.74193548,0.2709677419,15.22580645,0.5935483871,D,13.0,13.0,13.0,13.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Pulaski,Georgia,7.0,0.0,1,2021
503,503,13237,61.957584600000004,Putnam,Georgia,1594.774193548387,35.25806451612903,1.0,2021.0,US,United States,Georgia,Putnam County,-18.8,-9.810843653450467,-15.363616729087653,-51.0,-18.806451612903217,6.2857142857142865,1.0,5.0,Putnam County,GA,0.03870967742,8.225806452,8.225806452,0.03870967742,8.225806452,0.04838709677,1.677419355,0.029032258060000007,6.064516128999999,65.64516129,0.29354838710000003,65.64516129,0.3419354839,65.64516129,0.36774193549999995,46.96774194,0.8548387097,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Putnam,Georgia,14.0,0.0,1,2021
504,504,13239,15.22114297,Quitman,Georgia,123.64516129032258,1.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Quitman County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Quitman,Georgia,2.0,0.0,1,2021
505,505,13241,44.0035352,Rabun,Georgia,1346.0645161290322,27.387096774193548,1.0,2021.0,US,United States,Georgia,Rabun County,-8.153846153846152,-1.25,-24.285714285714285,-21.67087799671004,-13.580645161290322,9.373992102877745,1.0,5.0,Rabun County,GA,0.07741935484,12.16129032,12.16129032,0.07741935484,12.16129032,0.08709677419,4.967741935,0.1,9.077419355,188.19354840000003,1.1,188.19354840000003,1.225806452,188.19354840000003,1.309677419,150.3548387,3.1193548389999997,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Rabun,Georgia,11.0,1.0,1,2021
506,506,13243,16.79681297,Randolph,Georgia,485.80645161290323,31.0,1.0,2021.0,US,United States,Georgia,Randolph County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-24.0,9.373992102877745,1.0,5.0,Randolph County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Randolph,Georgia,4.0,0.0,1,2021
507,507,13245,622.1918687000001,Richmond,Georgia,17937.90322580645,294.2903225806452,1.0,2021.0,US,United States,Georgia,Richmond County,-18.06451612903226,-6.67741935483871,-36.74193548387097,-33.354838709677416,-22.451612903225808,9.322580645161286,1.0,5.0,Richmond County,GA,0.435483871,887.4193548000003,887.4193548000003,0.5258064516,887.4193548000003,0.564516129,169.2580645,0.5806451613,41.36451613,5429.612903,2.677419355,5429.612903,3.177419355,5429.612903,3.4645161289999997,1920.0967739999999,6.541935484,D,13.0,13.0,13.0,13.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Richmond,Georgia,182.0,3.0,1,2021
508,508,13247,684.5977826000002,Rockdale,Georgia,4960.83870967742,93.22580645161293,1.0,2021.0,US,United States,Georgia,Rockdale County,-19.61290322580645,-8.64516129032258,-10.625,-21.67087799671004,-30.967741935483872,11.32258064516129,1.0,5.0,Rockdale County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Rockdale,Georgia,55.0,1.0,1,2021
509,509,13249,30.96353636,Schley,Georgia,258.2903225806452,2.0,1.0,2021.0,US,United States,Georgia,Schley County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-36.0,9.373992102877745,1.0,5.0,Schley County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Schley,Georgia,1.0,0.0,1,2021
510,510,13251,21.95315152,Screven,Georgia,705.1612903225806,15.93548387096774,1.0,2021.0,US,United States,Georgia,Screven County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-24.18181818181818,9.373992102877745,1.0,5.0,Screven County,GA,0.04193548387,6.064516128999999,6.064516128999999,0.05161290323,6.064516128999999,0.05161290323,1.387096774,0.05161290323,4.564516128999999,81.19354839,0.5838709677,81.19354839,0.6774193548,81.19354839,0.7354838709999999,61.83870968,2.264516129,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Screven,Georgia,7.0,0.0,1,2021
511,511,13253,36.76039213,Seminole,Georgia,783.6129032258065,13.387096774193544,1.0,2021.0,US,United States,Georgia,Seminole County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-16.19047619047619,9.373992102877745,1.0,5.0,Seminole County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Seminole,Georgia,6.0,0.0,1,2021
512,512,13255,326.0107192,Spalding,Georgia,4428.4838709677415,112.25806451612905,1.0,2021.0,US,United States,Georgia,Spalding County,-14.83870967741935,-10.322580645161286,-15.363616729087653,-21.67087799671004,-22.032258064516128,8.67741935483871,1.0,5.0,Spalding County,GA,0.01290322581,5.290322581,5.290322581,0.01290322581,5.290322581,0.01290322581,1.2903225809999999,0.01290322581,6.064516128999999,117.516129,0.1806451613,117.516129,0.2064516129,117.516129,0.2322580645,99.22580645,0.8129032258,D,13.0,13.0,13.0,13.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Spalding,Georgia,41.0,1.0,1,2021
513,513,13257,142.8340153,Stephens,Georgia,2555.516129032258,59.161290322580655,1.0,2021.0,US,United States,Georgia,Stephens County,-5.296296296296297,-6.45,-15.363616729087653,-21.67087799671004,-17.967741935483872,7.476190476190476,1.0,5.0,Stephens County,GA,0.01612903226,4.193548387,4.193548387,0.01612903226,4.193548387,0.01612903226,1.870967742,0.03225806452,7.574193547999999,22.96774194,0.09032258065,22.96774194,0.1032258065,22.96774194,0.1129032258,15.32258065,0.3032258065,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Stephens,Georgia,17.0,1.0,1,2021
514,514,13259,12.75469609,Stewart,Georgia,722.258064516129,17.096774193548384,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Stewart County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Stewart,Georgia,3.0,0.0,1,2021
515,515,13261,63.764639100000004,Sumter,Georgia,2005.064516129032,78.41935483870971,1.0,2021.0,US,United States,Georgia,Sumter County,-13.83870967741935,-10.20689655172414,-15.363616729087653,-21.67087799671004,-25.774193548387107,9.476190476190476,1.0,5.0,Sumter County,GA,0.2290322581,64.80645161,64.80645161,0.2516129032,64.61290323,0.2838709677,13.80645161,0.26774193550000003,16.58709677,693.6451613,2.35483871,693.6451613,2.7645161289999995,693.2903226,3.032258065,487.06451610000005,9.416129032,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Sumter,Georgia,17.0,0.0,1,2021
516,516,13263,16.19105289,Talbot,Georgia,364.4193548387097,10.612903225806454,1.0,2021.0,US,United States,Georgia,Talbot County,-18.814247704934786,-9.810843653450467,-13.55555555555556,-21.67087799671004,-21.3,9.373992102877745,1.0,5.0,Talbot County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Talbot,Georgia,4.0,0.0,1,2021
517,517,13265,8.422058703,Taliaferro,Georgia,84.03225806451613,0.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Taliaferro County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Taliaferro,Georgia,2.0,0.0,1,2021
518,518,13267,52.62587009,Tattnall,Georgia,1771.1935483870968,39.903225806451616,1.0,2021.0,US,United States,Georgia,Tattnall County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-14.741935483870973,9.373992102877745,1.0,5.0,Tattnall County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Tattnall,Georgia,16.0,0.0,1,2021
519,519,13269,22.113909200000002,Taylor,Georgia,627.8387096774194,16.806451612903224,1.0,2021.0,US,United States,Georgia,Taylor County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-18.47619047619047,9.373992102877745,1.0,5.0,Taylor County,GA,0.0935483871,7.516129032,7.516129032,0.10645161289999999,7.516129032,0.1161290323,2.225806452,0.1322580645,6.064516128999999,52.32258065,0.6483870968,52.32258065,0.7483870968,52.32258065,0.8129032258,35.19354839,2.1,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Taylor,Georgia,5.0,0.0,1,2021
520,520,13271,37.50260117,Telfair,Georgia,987.032258064516,41.0,1.0,2021.0,US,United States,Georgia,Telfair County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.238095238095237,9.373992102877745,1.0,5.0,Telfair County,GA,0.06774193548,11.12903226,11.12903226,0.07741935484,11.12903226,0.08387096774,2.935483871,0.09677419355,9.077419355,107.4516129,0.6774193548,107.4516129,0.7548387097,107.4516129,0.8096774193999999,67.80645161,2.277419355,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Telfair,Georgia,11.0,0.0,1,2021
521,521,13273,27.16738364,Terrell,Georgia,639.7741935483872,35.935483870967744,1.0,2021.0,US,United States,Georgia,Terrell County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-25.714285714285715,9.373992102877745,1.0,5.0,Terrell County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Terrell,Georgia,4.0,0.0,1,2021
522,522,13275,82.74574179999998,Thomas,Georgia,3473.8064516129034,90.87096774193549,1.0,2021.0,US,United States,Georgia,Thomas County,-10.87096774193548,-12.451612903225813,-15.363616729087653,-21.67087799671004,-17.741935483870968,8.5,1.0,5.0,Thomas County,GA,0.2290322581,101.7419355,101.7419355,0.2741935484,101.7419355,0.3,20.77419355,0.2548387097,24.29677419,781.1935484,1.75483871,781.1935484,2.087096774,781.1935484,2.296774194,478.6451613,5.758064516,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Thomas,Georgia,37.0,0.0,1,2021
523,523,13277,157.4416314,Tift,Georgia,4125.83870967742,90.35483870967742,1.0,2021.0,US,United States,Georgia,Tift County,-6.774193548387097,-14.580645161290322,-15.363616729087653,-15.19354838709677,-16.93548387096774,8.19047619047619,1.0,5.0,Tift County,GA,0.2612903226,104.3870968,104.3870968,0.31290322579999996,104.3870968,0.34516129030000003,20.58064516,0.3290322581,24.29677419,645.3548387,1.5806451609999999,645.3548387,1.9,645.3548387,2.119354839,389.8709677,6.2354838710000005,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Tift,Georgia,28.0,1.0,1,2021
524,524,13279,74.83688411,Toombs,Georgia,2764.548387096774,75.87096774193549,1.0,2021.0,US,United States,Georgia,Toombs County,-10.677419354838714,-7.115384615384616,-15.363616729087653,-21.67087799671004,-12.64516129032258,7.809523809523809,1.0,5.0,Toombs County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Toombs,Georgia,22.0,0.0,1,2021
525,525,13281,67.1337572,Towns,Georgia,918.8387096774194,38.19354838709677,1.0,2021.0,US,United States,Georgia,Towns County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-10.19047619047619,9.373992102877745,1.0,5.0,Towns County,GA,0.12258064519999999,16.09677419,16.09677419,0.164516129,16.09677419,0.164516129,11.38709677,0.2709677419,19.66129032,51.74193548,0.435483871,51.74193548,0.4741935484000001,51.74193548,0.4935483871,35.67741935,0.8483870968,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Towns,Georgia,6.0,0.0,1,2021
526,526,13283,34.02093905,Treutlen,Georgia,648.516129032258,16.64516129032258,1.0,2021.0,US,United States,Georgia,Treutlen County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-17.764705882352942,9.373992102877745,1.0,5.0,Treutlen County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Treutlen,Georgia,8.0,0.0,1,2021
527,527,13285,168.51454630000003,Troup,Georgia,5855.290322580645,143.22580645161293,1.0,2021.0,US,United States,Georgia,Troup County,-5.32258064516129,-4.935483870967742,-15.363616729087653,-1.2903225806451608,-16.90322580645161,7.548387096774192,1.0,5.0,Troup County,GA,0.01612903226,11.25806452,11.25806452,0.01935483871,11.25806452,0.01935483871,5.806451612999999,0.04838709677,7.574193547999999,217.7741935,0.3096774194,217.7741935,0.3709677419,217.7741935,0.4129032258,191.6451613,1.8,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Troup,Georgia,49.0,1.0,1,2021
528,528,13287,28.78136464,Turner,Georgia,810.0967741935484,26.548387096774192,1.0,2021.0,US,United States,Georgia,Turner County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-24.45454545454545,-24.714285714285715,9.373992102877745,1.0,5.0,Turner County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Turner,Georgia,8.0,0.0,1,2021
529,529,13289,23.40972885,Twiggs,Georgia,520.5806451612904,22.838709677419356,1.0,2021.0,US,United States,Georgia,Twiggs County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-30.66666666666667,9.373992102877745,1.0,5.0,Twiggs County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Twiggs,Georgia,5.0,0.0,1,2021
530,530,13291,69.16806968,Union,Georgia,1701.3870967741934,47.38709677419354,1.0,2021.0,US,United States,Georgia,Union County,-3.3870967741935485,5.153846153846153,-10.6,-21.67087799671004,-14.51612903225806,7.0,1.0,5.0,Union County,GA,0.1322580645,32.83870968,32.83870968,0.1483870968,32.83870968,0.1580645161,18.35483871,0.2193548387,19.66129032,161.9677419,0.6612903226,161.9677419,0.7354838709999999,161.9677419,0.7870967742,104.3870968,1.2612903229999999,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Union,Georgia,14.0,0.0,1,2021
531,531,13293,81.52437724,Upson,Georgia,2713.935483870968,88.38709677419355,1.0,2021.0,US,United States,Georgia,Upson County,-11.548387096774187,-10.0,-15.363616729087653,-21.67087799671004,-19.61290322580645,7.142857142857142,1.0,5.0,Upson County,GA,0.5354838710000001,140.1290323,140.1290323,0.6290322581000001,140.1290323,0.6806451613,36.61290323,0.7483870968,24.29677419,759.516129,2.896774194,759.0,3.409677419,759.0,3.722580645,475.25806449999993,9.735483871,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Upson,Georgia,25.0,1.0,1,2021
532,532,13295,152.4847719,Walker,Georgia,5009.967741935484,63.354838709677416,1.0,2021.0,US,United States,Georgia,Walker County,-1.9677419354838708,0.8064516129032258,-11.2,-21.67087799671004,-20.70967741935484,7.258064516129032,1.0,5.0,Walker County,GA,0.3032258065,214.0645161,214.0645161,0.3548387097,214.0645161,0.3903225806,20.80645161,0.164516129,27.42258065,944.8709677,1.3612903230000002,944.5483870999999,1.577419355,944.3548387,1.722580645,427.5483871,3.232258065,C,9.0,9.0,9.0,9.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Walker,Georgia,49.0,0.0,1,2021
533,533,13297,271.4290101,Walton,Georgia,7233.451612903225,113.03225806451613,1.0,2021.0,US,United States,Georgia,Walton County,-1.645161290322581,-2.7096774193548385,-15.363616729087653,-21.67087799671004,-30.58064516129032,8.548387096774192,1.0,5.0,Walton County,GA,0.06451612903,62.77419355,62.77419355,0.08064516129,62.77419355,0.08709677419,12.22580645,0.08387096774,16.58709677,668.2580644999998,0.7129032258,668.2580644999998,0.835483871,668.2580644999998,0.9419354839,462.29032259999997,3.1096774189999996,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Walton,Georgia,89.0,2.0,1,2021
534,534,13299,39.63198392,Ware,Georgia,3884.709677419354,97.58064516129032,1.0,2021.0,US,United States,Georgia,Ware County,-8.290322580645162,-6.32258064516129,-15.363616729087653,-21.67087799671004,-18.322580645161292,8.095238095238095,1.0,5.0,Ware County,GA,0.06774193548,23.70967742,23.70967742,0.08064516129,23.70967742,0.08709677419,3.35483871,0.05483870967999999,9.077419355,223.9354839,0.6290322581000001,223.7741935,0.7516129032,223.5806452,0.8290322581,137.16129030000002,2.183870968,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Ware,Georgia,33.0,1.0,1,2021
